"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23600388","0","0","0","0.012990622","0","0.9005629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06544719","0","0","0.020911708","0","2001","African economic development in a comparative perspective","25","3","Akyüz&Gore&"
"journal-article-10.2307_23600389","0","0","0","0","0.026495522","0.14927262","0","0","0","0","0","0","0","0.12837781","0","0","0","0","0","0","0.6823807","0","0","0","0","2001","Thinking about developmental states in Africa","25","3","Mkandawire&"
"journal-article-10.2307_23600390","0","0","0","0","0","0.74620974","0","0","0","0.020580405","0","0","0","0","0.038343057","0","0","0","0","0","0","0.11222899","0.048672862","0.033894677","0","2001","Agriculture and economic development in sub-Saharan Africa and Asia","25","3","Karshenas&"
"journal-article-10.2307_23600391","0","0","0","0.406207","0.102405876","0.25809425","0","0","0","0","0","0","0","0","0","0","0.10733097","0","0","0","0","0","0.06520043","0.051150966","0","2001","Financing enterprise development in sub-Saharan Africa","25","3","Nissanke&"
"journal-article-10.2307_23600392","0","0","0","0","0","0.7140566","0","0","0","0.13710599","0","0","0","0","0","0","0","0","0","0","0","0","0","0.14386928","0","2001","Africa's export structure in a comparative perspective","25","3","Wood&Mayer&"
"journal-article-10.2307_23600393","0","0","0","0","0","0.92704415","0","0","0","0","0","0","0","0","0.033777904","0","0","0","0","0","0","0","0","0.039074153","0","2001","Movements of relative agricultural prices in sub-Saharan Africa","25","3","Boratav&"
"journal-article-10.2307_23600394","0.06448137","0","0","0","0","0.63309073","0","0","0","0.0517489","0","0.088826574","0","0","0.04126677","0.022537423","0.06740738","0","0","0","0","0","0.014694212","0.015875839","0","2001","Informal economy, wage goods and accumulation under structural adjustment theoretical reflections based on the Tanzanian experience","25","3","Wuyts&"
"journal-article-10.2307_23600398","0","0.3766518","0","0","0.018562049","0","0","0","0.016264679","0.089309685","0","0","0","0","0","0","0.32735828","0","0","0.16332003","0","0","0","0","0","1998","Technological and organisational change in a process of industrial rejuvenation: the case of the Italian cotton textile industry","22","1","Antonelli&Marchionatti&"
"journal-article-10.2307_23600399","0.8050704","0","0","0","0","0","0","0","0","0.10194497","0","0.016158592","0","0","0","0.027558388","0","0.03132392","0","0.013640482","0","0","0","0","0","1998","Appropriate indicators of demand for labour markets segmented by gender","22","1","Dex&"
"journal-article-10.2307_23600400","0","0","0","0","0","0","0","0","0","0.059231047","0","0","0","0","0","0.5047353","0","0","0","0","0.06487127","0","0","0.37103933","0","1998","Economic development and income distribution in Japan: an assessment of the Kuznets hypothesis","22","1","Minami&"
"journal-article-10.2307_23600401","0","0","0","0","0","0.8503515","0","0","0","0.14949872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1998","Mexico and export-led growth: the Porfirian period revisited","22","1","Catão&"
"journal-article-10.2307_23600402","0","0","0","0","0","0","0.35555884","0","0","0","0","0","0.041365277","0","0.6028663","0","0","0","0","0","0","0","0","0","0","1998","Adam Smith's theory of tax incidence: an interpretation of his natural-price system","22","1","Dome&"
"journal-article-10.2307_23600403","0.014499359","0","0","0","0","0","0.05623287","0.018624317","0","0","0","0","0.13239354","0","0","0.036480226","0","0","0","0","0","0","0","0","0.74159485","1998","A representative man","22","1","Prendergast&"
"journal-article-10.2307_23600404","0","0","0","0.31591636","0","0","0","0","0","0.15629107","0","0","0","0","0","0","0","0","0","0","0","0.025479415","0.50205576","0","0","1998","The myth (or folly) of the 3% deficit/GDP Maastricht 'parameter'","22","1","Pasinetti&"
"journal-article-10.2307_23600405","0.8403233","0","0","0","0","0","0","0","0","0.0954544","0","0","0","0","0","0.050249454","0","0","0","0","0.013841033","0","0","0","0","1998","Do employment and income security cause unemployment? A comparative study of the US and the E-4","22","1","Buchele&Christiansen&"
"journal-article-10.2307_23600408","0","0","0","0","0","0","0","0","0.8985134","0","0","0","0","0","0.09247301","0","0","0","0","0","0","0","0","0","0","1999","Money and credit in a Keynesian model of income determination","23","4","Godley&"
"journal-article-10.2307_23600409","0.13750337","0","0","0","0","0","0","0","0.077830486","0.54726964","0","0.1902699","0","0","0.04688873","0","0","0","0","0","0","0","0","0","0","1999","Unemployment, wage bargaining and capital—labour substitution","23","4","Rowthorn&"
"journal-article-10.2307_23600410","0","0.3994705","0","0","0","0.1287911","0","0","0","0.33257928","0","0","0","0","0","0","0","0","0","0","0","0.1390366","0","0","0","1999","Economic gains from technology-intensive trade: an empirical assessment","23","4","Daniels&"
"journal-article-10.2307_23600411","0.69610274","0","0","0","0","0","0","0","0","0.039868414","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2638723","0","1999","Wage protection systems, segregation and gender pay inequalities: West Germany, the Netherlands and Great Britain","23","4","Black&Trainor&Spencer&"
"journal-article-10.2307_23600412","0","0.08593327","0","0","0.18313827","0.09985669","0","0","0","0","0","0","0","0.10128082","0","0","0.24320269","0","0","0.28145543","0","0","0","0","0","1999","Collective efficiency and increasing returns","23","4","Schmitz&"
"journal-article-10.2307_23600413","0.06900171","0","0","0","0","0","0","0","0","0","0.57643074","0","0","0","0","0","0.27754885","0","0","0.075256936","0","0","0","0","0","1999","How the object of knowledge constrains knowledge of the object. An epistemological analysis of a social research investigation","23","4","Harvey&"
"journal-article-10.2307_23600414","0","0","0","0","0","0","0.034413196","0","0","0","0.5808789","0","0.24744783","0","0","0","0","0","0","0","0","0","0","0","0.1370688","1999","Common sense: a middle way between formalism and post-structuralism?","23","4","Davis&"
"journal-article-10.2307_23600417","0.25838864","0","0","0","0.013559776","0","0","0","0.026533512","0","0","0","0","0.061115358","0","0.17735213","0.24159789","0","0","0","0.22129327","0","0","0","0","2000","Labour markets, social justice and economic efficiency","24","6","Kitson&Martin&Wilkinson&"
"journal-article-10.2307_23600418","0.17419557","0","0","0","0","0.09792649","0","0","0.22777906","0.2629381","0","0","0","0","0.081480175","0.100457296","0","0","0","0","0.055153403","0","0","0","0","2000","Inflation and employment: is there a third way?","24","6","Wilkinson&"
"journal-article-10.2307_23600419","0.79401475","0","0","0","0","0","0","0","0","0","0","0","0","0.035815965","0","0.1631186","0","0","0","0","0","0","0","0","0","2000","Rethinking self-sufficiency: employment, families and welfare","24","6","Gardiner&"
"journal-article-10.2307_23600420","0.33142588","0","0","0","0","0.027243596","0","0","0","0","0","0","0","0","0","0.53674257","0.071103945","0","0","0.033368617","0","0","0","0","0","2000","The working poor and the working of American labour markets","24","6","Cormier&Craypo&"
"journal-article-10.2307_23600421","0.42167836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.22313024","0.355065","0","0","0","0","0","0","0","0","2000","Are Britain's workplace skills becoming more unequal?","24","6","Felstead&Ashton&Green&"
"journal-article-10.2307_23600422","0.53678155","0","0","0","0","0","0","0","0","0","0.018296381","0","0","0.018136412","0","0","0.021432415","0","0","0","0.2674525","0","0","0","0.1327408","2000","Beyond 'employability'","24","6","Peck&Theodore&"
"journal-article-10.2307_23600423","0.10558762","0.11617289","0","0.02536501","0.015720882","0","0","0","0","0","0","0","0","0","0","0","0.40094012","0","0","0.121479616","0.20999788","0","0","0","0","2000","Between a rock and a hard place: US industrial unions, shop-floor participation and the lean, mean global economy","24","6","Forrant&"
"journal-article-10.2307_23600424","0.04975968","0","0","0.09915183","0.5793064","0","0","0","0","0","0","0","0","0","0.2155965","0.056101643","0","0","0","0","0","0","0","0","0","2000","Restructuring for shareholder value and its implications for labour","24","6","Froud&Haslam&Johal&Williams&"
"journal-article-10.2307_23600430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9994165","1998","Introduction","22","4","Hodgson&"
"journal-article-10.2307_23600431","0","0","0","0","0","0","0","0","0","0","0.13480753","0.010914999","0.35208425","0","0","0","0","0","0","0","0","0","0","0","0.49549636","1998","Why is economics not an evolutionary science?","22","4","Veblen&"
"journal-article-10.2307_23600432","0","0","0","0","0","0","0","0","0","0","0.117645964","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8822225","1998","On the evolution of Thorstein Veblen's evolutionary economics","22","4","Hodgson&"
"journal-article-10.2307_23600433","0","0","0","0","0","0","0","0","0","0","0.08450822","0","0.02705605","0.07493837","0","0","0","0","0","0","0","0","0","0","0.8133604","1998","Reviving Veblenian economic psychology","22","4","Twomey&"
"journal-article-10.2307_23600434","0","0","0","0","0","0","0","0","0","0","0","0","0.04270819","0.06965961","0","0","0","0","0","0","0","0","0","0","0.88745165","1998","On the difficulty of evolutionary analysis","22","4","Mayhew&"
"journal-article-10.2307_23600435","0","0.032190528","0","0","0","0","0","0","0","0","0","0","0.014745885","0","0.011984064","0","0.068612546","0","0","0","0.031092303","0","0","0","0.84125096","1998","Veblen's evolutionary programme: a promise unfulfilled","22","4","Rutherford&"
"journal-article-10.2307_23600436","0","0","0","0","0.08162579","0","0","0","0","0","0.1127649","0","0","0.07053119","0","0","0.38260737","0","0","0","0","0","0","0","0.3523553","1998","The competence-based approach: Veblenian ideas in the modern theory of the firm","22","4","Foss&"
"journal-article-10.2307_23600437","0","0.24619776","0","0","0.03496776","0","0","0","0","0.20314205","0.08378576","0","0","0.19611567","0","0","0.03476905","0","0","0","0","0","0","0","0.20094548","1998","The agenda for growth theory: a different point of view","22","4","Nelson&"
"journal-article-10.2307_23600440","0","0","0","0.057377845","0.0790423","0.19841939","0","0","0","0.03171475","0","0","0","0","0.1425373","0","0","0.37903312","0","0","0","0","0","0.11178932","0","1999","Reappraising the performance of China's state-owned industrial enterprises, 1980—96","23","6","Lo&"
"journal-article-10.2307_23600441","0","0.024292184","0","0.01714789","0","0","0.39041016","0","0","0","0.059293058","0","0","0","0.37728474","0","0","0","0","0.07938941","0","0.05200342","0","0","0","1999","Marx, devalorisation, and the theory of value","23","6","Perelman&"
"journal-article-10.2307_23600442","0","0.10612557","0","0","0.44381088","0","0","0","0","0","0","0","0","0","0","0","0.4420352","0","0","0","0","0","0","0","0","1999","Policies for the development of knowledge-intensive local production systems","23","6","Belussi&"
"journal-article-10.2307_23600443","0","0.01856778","0","0","0","0","0","0","0","0.15378028","0","0","0","0.1467081","0","0","0.079979375","0.56940585","0.03145881","0","0","0","0","0","0","1999","Econometric modelling in the presence of evolutionary change","23","6","Foster&Wild&"
"journal-article-10.2307_23600444","0","0","0.4829376","0","0","0","0.085593276","0","0","0.1974404","0","0.23393974","0","0","0","0","0","0","0","0","0","0","0","0","0","1999","Savings and economic growth in neoclassical theory","23","6","Cesaratto&"
"journal-article-10.2307_23600445","0","0","0","0","0","0.200783","0","0","0.15307087","0.30248687","0","0","0","0","0","0","0","0","0","0","0.3012101","0","0","0.04231706","0","1999","Stuck in low GEAR? Macroeconomic policy in South Africa, 1996—98","23","6","Weeks&"
"journal-article-10.2307_23600451","0","0","0","0","0","0","0.29299498","0","0.060800027","0.18468674","0.08369444","0","0","0.13211468","0","0","0","0","0","0","0","0","0","0","0.23866941","1998","History versus equilibrium: Nicholas Kaldor on historical time and economic theory","22","5","Setterfield&"
"journal-article-10.2307_23600452","0","0","0","0","0","0","0.052402973","0","0","0","0.18632472","0","0","0","0","0","0","0.37956855","0","0","0","0","0","0.24298368","0.138418","1998","Clarifying Frank Knight's discussion of the meaning of risk and uncertainty","22","5","Runde&"
"journal-article-10.2307_23600453","0","0","0","0","0","0","0.1988978","0","0.0724093","0","0.03812629","0.06457469","0","0.603535","0","0","0","0.017282052","0","0","0","0","0","0","0","1998","The relevance of the Marshallian concept of normality in interior and inertial dynamics as revisited by Shackle and Kornai","22","5","Vahabi&"
"journal-article-10.2307_23600454","0","0","0","0.025583092","0","0","0.18974537","0","0","0","0.011210524","0","0","0","0.7564447","0","0.013456221","0","0","0","0","0","0","0","0","1998","Value creation in the production of services: a note on Marx","22","5","Marginson&"
"journal-article-10.2307_23600455","0","0","0","0","0","0","0","0","0","0","0.311659","0","0","0","0","0","0","0","0","0","0","0","0","0","0.68804985","1998","Against Posner against Coase against theory","22","5","Mäki&"
