chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_23601608,0.03799761,0,0.02856692,0,0,0,0,0,0.2989054, 0.6344581,2005,"Aggregate demand, conflict and capacity in the inflationary process",29,6,Arestis&Sawyer&
journal-article-10.2307_23601609,0.7683849,0,0,0,0,0,0.03633522,0,0.031080833, 0.16414009,2005,"Long-term unemployment, the invention of 'hysteresis' and the misdiagnosis of structural unemployment in the UK",29,6,Webster&
journal-article-10.2307_23601610,0,0,0.027574684,0.93465745,0.037668884,0,0,0,0,0,2005,The Dahrendorf hypothesis and its implications for (the theory of) economic policy-making,29,6,Schnellenbach&
journal-article-10.2307_23601611,0.11067462,0,0.21953231,0.19048133,0.010707596,0.19091639,0,0.24576348,0.03188845,0,2005,Australian economics in the twentieth century,29,6,Millmow&
journal-article-10.2307_23601612,0.109175384,0,0,0,0.85996974,0,0.030809969,0,0,0,2005,Inter-capital relations and the network organisation: redefining the work and employment nexus,29,6,Grimshaw&Rubery&
journal-article-10.2307_23601613,0.93286425,0,0,0,0,0.013430481,0,0,0, 0.044397112,2005,An evaluation of government-sponsored vocational training programmes for the unemployed in urban Russia,29,6,Nivorozhkin&
journal-article-10.2307_23601614,0.3414515,0,0.5522842,0,0,0,0,0,0.062648535, 0.043537494,2005,"Household wealth, public consumption and economic well-being in the United States",29,6,Wolff&Zacharias&Caner&
journal-article-10.2307_23601615,0.17061019,0.16237919,0.2478303,0.034023162,0.31504467,0.0700751,0,0,0,0,2005,Why does market capitalism fail to deliver a sustainable environment and greater equality of incomes?,29,6,Greenhalgh&
journal-article-10.2307_23601616,0,0,0,0.06281129,0.075549625,0.33868906,0,0.505347,0, 0.017552307,2005,The future of development economics: a methodological agenda,29,6,Shin&
journal-article-10.2307_23601617,0,0,0,0,0.19237791,0.15935178,0,0.6043654,0.043836802,0,2005,The application of development economics: general principles and context specificity,29,6,Dow&Dow&
journal-article-10.2307_23601618,0,0,0,0.16693829,0.07714093,0,0.0185701,0.72911614,0,0,2005,The concept of freedom and its relation to economic development—a critical appreciation of the work of Amartya Sen,29,6,Prendergast&
journal-article-10.2307_23601619,0.055356123,0,0,0.047890723,0.48488075,0.2561739,0,0.15563679,0,0,2005,A Buddhist economic approach to the development of community enterprises: a case study from Southern Thailand,29,6,Prayukvong&
journal-article-10.2307_23601622,0,0,0,0.023885734,0.013880122,0,0,0.9445516,0, 0.017657943,2008,"Economics, realism and reality: a comparison of Mäki and Lawson",32,2,Hodge&
journal-article-10.2307_23601623,0,0,0,0.03497736,0,0,0,0.964936,0,0,2008,On some criticisms of critical realism in economics,32,2,da Graça Moura&Martins&
journal-article-10.2307_23601624,0,0,0,0.059333697,0,0,0,0.94057506,0,0,2008,Transforming economics into what? Heterodox economics and critical realism,32,2,Peacock&
journal-article-10.2307_23601625,0.12025258,0,0,0.29784995,0.17857562,0,0,0.39776734,0,0,2008,An institutional and evolutionary perspective on health economics,32,2,Hodgson&
journal-article-10.2307_23601626,0,0.035540607,0,0.18386652,0.021382622,0,0.52928066,0.22987552,0,0,2008,The energy behind Vernon Smith's experimental economics,32,2,Lee&Mirowski&
journal-article-10.2307_23601627,0,0,0,0,0,0.1730818,0,0,0.13197899, 0.6948623,2008,Real exchange rate levels and economic development: theoretical analysis and econometric evidence,32,2,Gala&
journal-article-10.2307_23601628,0.088471934,0.30057898,0,0.3403316,0.20607865,0,0,0.03963003,0, 0.024792116,2008,The foundations of trust: macro and micro,32,2,Uslaner&
journal-article-10.2307_23601629,0,0,0,0.31979695,0.5332873,0,0.031486742,0.10868222,0,0,2008,Monoculture versus diversity in competition economics,32,2,Budzinski&
journal-article-10.2307_23601630,0.12843953,0,0,0,0.5034892,0,0,0,0, 0.36801493,2008,Evaluating innovation and labour market relationships: the case of Italy,32,2,Pieroni&Pompei&
journal-article-10.2307_23601633,0,0,0.16486984,0.2858096,0.39676875,0,0,0,0, 0.15251161,2007,Even the bad times are good: a behavioural theory of transformation pressure,31,3,Erixon&
journal-article-10.2307_23601634,0,0,0,0.47328186,0,0,0,0.5266243,0,0,2007,Akerlof and Kranton on identity in economics: inverting the analysis,31,3,Davis&
journal-article-10.2307_23601635,0.44951245,0,0.18500495,0,0,0,0,0.36539584,0,0,2007,Two studies of women's retirement incomes in Australia: assessing some outcomes of pluralism in economic research,31,3,Jefferson&
journal-article-10.2307_23601636,0,0.7682067,0,0,0,0,0.13115717,0.059837747,0, 0.040727023,2007,Homogeneity masquerading as variety: the case of horizontal innovation models,31,3,Park&
journal-article-10.2307_23601637,0,0.48555845,0,0,0.20546566,0.30890083,0,0,0,0,2007,Externalities from foreign direct investment in the Mexican retailing sector,31,3,Durand&
journal-article-10.2307_23601638,0,0,0,0,0,0,0.20546141,0,0.7229115, 0.07150648,2007,The nature of the ADAS model based on the ISLM model,31,3,Rao&
journal-article-10.2307_23601639,0.045227043,0,0,0,0,0.22701587,0,0,0.076324895, 0.6513774,2007,Capital account openness and the labour share of income,31,3,Jayadev&
journal-article-10.2307_23601640,0.04713585,0,0,0,0.41156375,0,0,0,0.52548265, 0.015790934,2007,Mutual funds that invest in private equity? An analysis of labour-sponsored investment funds,31,3,Cumming&MacIntosh&
journal-article-10.2307_23601645,0.015721453,0,0.03062622,0.020228697,0.82434565,0.059313696,0,0.04972928,0,0,2007,"Cultural globalisation, institutional diversity and the unequal accumulation of intellectual capital",31,5,Pagano&
journal-article-10.2307_23601646,0.0189712,0,0,0,0.6175566,0.21490717,0,0.08851494,0, 0.058160797,2007,Inadequacy of technology and innovation systems at the periphery,31,5,da Motta e Albuquerque&
journal-article-10.2307_23601647,0,0,0,0,0.3872609,0,0,0,0.022784771, 0.5898891,2007,Is demand-pulled innovation equally important in different groups of firms?,31,5,Piva&Vivarelli&
journal-article-10.2307_23601648,0,0.02856854,0.010506213,0,0,0,0.05590195,0,0, 0.9049833,2007,Stagnation or transformation of a dual economy through endogenous productivity growth,31,5,Rada&
journal-article-10.2307_23601649,0,0,0.21289636,0,0,0,0.69633996,0,0.02243687, 0.068244725,2007,"Keynes's Z function, heterogeneous output and marginal productivity",31,5,Hayes&
journal-article-10.2307_23601650,0,0,0,0,0,0,0.078347385,0,0.013991758, 0.90760404,2007,A structural economic dynamics approach to balance-of-payments-constrained growth,31,5,Araujo&Lima&
journal-article-10.2307_23601651,0.17764013,0,0,0.22623135,0.24125949,0,0.34716803,0,0,0,2007,The impossibility of a perfectly competitive labour market,31,5,Kaufman&
journal-article-10.2307_23601652,0,0,0,0.75049293,0,0,0,0.24327943,0,0,2007,Institutions as knowledge capital: Ludwig M. Lachmann's interpretative institutionalism,31,5,Foss&Garzarelli&
journal-article-10.2307_23601655,0,0,0.64868194,0.10751223,0,0.13598473,0.08046061,0,0.017556144,0,2007,Joan Robinson and socialist planning in the years of high theory,31,4,Kerr&
journal-article-10.2307_23601656,0,0,0,0.098517895,0.78212583,0,0,0,0.11929527,0,2007,Does shareholder primacy lead to a decline in managerial accountability?,31,4,Rebérioux&
journal-article-10.2307_23601657,0.37829128,0,0,0.06973764,0,0,0,0.551889,0,0,2007,Shifting theories: partial perspectives on the household,31,4,Ruwanpura&
journal-article-10.2307_23601658,0,0,0.022369664,0.046778813,0.1418692,0,0.24440649,0.54454124,0,0,2007,The ontology of economic power in capitalism: mainstream economics and Marx,31,4,Palermo&
journal-article-10.2307_23601659,0,0,0.16654369,0,0,0,0,0,0.64653856, 0.18684496,2007,"Macrodynamics of debt regimes, financial instability and growth",31,4,Lima&Meirelles&
journal-article-10.2307_23601660,0.85448974,0.09657001,0.011498745,0,0,0,0,0,0.024084039, 0.013314707,2007,The prospects for caring: economic theory and policy analysis,31,4,Himmelweit&
journal-article-10.2307_23601661,0,0.03432926,0,0,0.3315319,0.63409394,0,0,0,0,2007,Is the state-led industrial restructuring effective in transition China? Evidence from the steel sector,31,4,Sun&
journal-article-10.2307_23601662,0.08840422,0,0.07833581,0,0.40041897,0.12050759,0,0.30061507,0.011682395,0,2007,The disappearance of cooperatives from economics textbooks,31,4,Kalmi&
journal-article-10.2307_23601665,0.08239069,0,0,0.1672067,0,0,0,0.750358,0,0,2008,Explaining modern economics (as a microcosm of society),32,4,Bigo&
journal-article-10.2307_23601666,0,0,0,0.05295501,0,0,0,0.9419014,0,0,2008,Newton's real influence on Adam Smith and its context,32,4,Montes&
journal-article-10.2307_23601667,0.079133734,0.11802547,0,0,0.37861237,0.4241537,0,0,0,0,2008,The organisational morphology of rural industries and its dynamics in liberalised India: a study of West Bengal,32,4,Maiti&
journal-article-10.2307_23601668,0.6421702,0,0,0,0,0.21127915,0,0,0, 0.14643711,2008,The great divide: 'ruralisation' of poverty in Russia,32,4,Gerry&Nivorozhkin&Rigg&
journal-article-10.2307_23601669,0,0,0,0,0.6564023,0.16352293,0,0,0, 0.1800152,2008,Mutual productivity spillovers between foreign and local firms in China,32,4,Wei&Liu&Wang&
journal-article-10.2307_23601670,0,0.25926185,0,0.35703796,0.16045177,0,0,0.13953058,0, 0.08357421,2008,"Trust, institutions and the 'generally speaking question': a reply to Uslaner",32,4,Beugelsdijk&
journal-article-10.2307_23601671,0,0,0.03437535,0,0,0,0,0.018712323,0.79171455, 0.15515013,2008,A foxy hedgehog: Wynne Godley and macroeconomic modelling,32,4,Taylor&
journal-article-10.2307_23601675,0,0,0,0.36090636,0,0,0,0.63904196,0,0,2006,"William James's psychological pragmatism: habit, belief and purposive human behaviour",30,3,Lawlor&
journal-article-10.2307_23601676,0.127416,0.67564005,0,0,0,0,0,0,0, 0.19006541,2006,"Distributive shares in the US economy, 1964-2001",30,3,Mohun&
journal-article-10.2307_23601677,0,0.20830424,0,0.1606516,0.42999238,0,0,0.07273514,0, 0.12826234,2006,A note on the theory and measurement of trust in explaining differences in economic growth,30,3,Beugelsdijk&
journal-article-10.2307_23601678,0,0.016351784,0.01602998,0.8683145,0.052463617,0.04678045,0,0,0,0,2006,The Coasean analysis of lighthouse financing: myths and realities,30,3,Bertrand&
journal-article-10.2307_23601679,0,0,0,0,0,0,0,0,0, 0.99994904,2006,"Technology, demand and distribution: a cumulative growth model with an application to the Dutch productivity growth slowdown",30,3,Naastepad&
journal-article-10.2307_23601680,0,0,0,0,0.63219094,0,0,0,0, 0.3677435,2006,Innovation and economic performance in services: a firm-level analysis,30,3,Cainelli&Evangelista&Savona&
journal-article-10.2307_23601681,0.3287079,0,0.08135528,0,0,0,0.49585485,0,0.09401537,0,2006,Work for all those who want it? Why the neoclassical labour supply curve is an inappropriate foundation for the theory of employment and unemployment,30,3,Spencer&
journal-article-10.2307_23601682,0.34168518,0,0,0.1432521,0,0,0.15631573,0,0.3584527,0,2006,Comment: Lucas on involuntary unemployment,30,3,Hayes&
journal-article-10.2307_23601683,0.24196635,0,0,0.30873132,0,0,0.10954959,0.056330267,0.28315347,0,2006,"Keynes, Lucas and involuntary unemployment: a reply to Hayes",30,3,De Vroey&
journal-article-10.2307_23601688,0.6211607,0,0,0,0.182374,0,0,0,0.055988397, 0.14042462,2007,Flexible recession: the temporary staffing industry and mediated work in the United States,31,2,Peck&Theodore&
journal-article-10.2307_23601689,0,0,0,0.054589532,0.5059704,0.272028,0,0,0.16736133,0,2007,Finance and politics: the wealth effects of special interest group influence during the nationalisation and privatisation of Conrail,31,2,Ang&Boyer&
journal-article-10.2307_23601690,0.011097102,0,0,0,0,0,0.6337832,0.27554247,0.079516925,0,2007,The hypostasis of money: an economic point of view,31,2,Cartelier&
journal-article-10.2307_23601691,0,0.11216507,0,0.3197205,0.4511672,0,0,0.116896845,0,0,2007,On the social structure of markets,31,2,Jackson&
journal-article-10.2307_23601692,0,0,0,0.7406291,0,0,0,0.25930184,0,0,2007,"Communicative action and the radical constitution: the Habermasian challenge to Hayek, Mises and their descendents",31,2,Prychitko&Storr&
journal-article-10.2307_23601693,0,0,0,0.06624904,0.72730523,0,0,0.07803612,0.12834133,0,2007,Principles of Neo-Schumpeterian Economics,31,2,Hanusch&Pyka&
journal-article-10.2307_23601694,0,0,0,0,0,0,0.6320899,0.36783314,0,0,2007,"On the application of mathematics to political economy'. The Edgeworth—Walras—Bortkievicz controversy, 1889—1891",31,2,Marchionatti&
journal-article-10.2307_23601695,0,0,0.5899821,0,0.16246651,0,0,0.24747166,0,0,2007,"The Research Assessment Exercise, the state and the dominance of mainstream economics in British universities",31,2,Lee&
journal-article-10.2307_23601698,0.28435236,0,0,0.28299895,0.09398168,0,0,0.33860028,0,0,2005,The functions of the family in the great society,29,5,Horwitz&
journal-article-10.2307_23601699,0,0,0.30091405,0.053603288,0,0,0.21708958,0.05758518,0.37076676,0,2005,"Money, cycles and capital formation: von Mises the 'Austrian' vs. Robertson the 'Dynamist'",29,5,Costabile&
journal-article-10.2307_23601700,0,0.028435066,0,0.5886748,0,0,0,0.3759566,0,0,2005,Is there redemption for conventions?,29,5,Latsis&
journal-article-10.2307_23601701,0,0,0,0,0.16093078,0.5773502,0.03216294,0.22949614,0,0,2005,Distortions in the trade policy for development debate: A re-examination of Friedrich List,29,5,Ho&
journal-article-10.2307_23601702,0,0,0,0,0,0,0,0,0.7875149, 0.20465781,2005,The 'modern' view of macroeconomics: some critical reflections,29,5,Palacio-Vera&
journal-article-10.2307_23601703,0,0,0,0.08729952,0.295804,0.23405617,0.13610406,0,0.24670863,0,2005,Globalisation as commodification,29,5,Lysandrou&
journal-article-10.2307_23601704,0.14407784,0.57081527,0,0,0,0,0,0,0, 0.2849944,2005,"On measuring the wealth of nations: the US economy, 1964—2001",29,5,Mohun&
journal-article-10.2307_23601705,0,0,0,0.34273213,0,0,0,0.26714784,0.3759418,0,2005,What is the essence of money?,29,5,Goodhart&
journal-article-10.2307_23601708,0.068888225,0,0.18285777,0,0.02318685,0.36720672,0,0.33401474,0.016898353,0,2006,Hans Singer's debts to Schumpeter and Keynes,30,6,Toye&
journal-article-10.2307_23601709,0.30766976,0,0,0,0,0,0.011353386,0,0.21788584, 0.4629765,2006,Hans Singer's model of the severity of recessions,30,6,Dixon&Mahmood&
journal-article-10.2307_23601710,0,0,0,0,0,0,0,0,0.9998989,0,2006,The nature and role of monetary policy when money is endogenous,30,6,Arestis&Sawyer&
journal-article-10.2307_23601711,0,0,0,0,0.25248805,0,0,0.6378248,0, 0.10246877,2006,A critical realist interpretation of evolutionary growth theorising,30,6,Castellacci&
journal-article-10.2307_23601712,0,0,0.5517058,0,0,0,0.04466689,0,0.40357378,0,2006,"Price expectations, capital accumulation and employment: Lindahl's macroeconomics from the 1920s to the 1950s",30,6,Boianovsky&Trautwein&
journal-article-10.2307_23601713,0.05223478,0,0,0.11341008,0.014798956,0.047489703,0.094015166,0.63928413,0, 0.038745992,2006,Economics and underdetermination: a case study of urban land and housing economics,30,6,McMaster&Watkins&
journal-article-10.2307_23601714,0,0,0,0.014840337,0.9655631,0.019532068,0,0,0,0,2006,Transition economies and trust building: a network perspective on EU enlargement,30,6,van Ees&Bachmann&
journal-article-10.2307_23601715,0.041328214,0.06015084,0,0.012813172,0.04925546,0.11292715,0,0.06636,0.10719486, 0.54994345,2006,Economic convergence across German regions in light of empirical findings,30,6,Hall&Ludwig&
journal-article-10.2307_23601716,0,0,0,0.20810926,0.19328365,0.14566176,0,0,0.45290536,0,2006,Capital market trading volume: an overview and some preliminary conclusions,30,6,Grahl&Lysandrou&
journal-article-10.2307_23601717,0,0,0.677526,0,0,0,0,0,0.32212615,0,2006,Comments on Cesaratto's 'Transition to fully funded pension schemes: a non-orthodox criticism',30,6,Michl&
journal-article-10.2307_23601718,0,0,0.7375521,0,0,0,0,0,0.26203832,0,2006,A reply to Michl,30,6,Cesaratto&
journal-article-10.2307_23601725,0,0,0.63501966,0,0.2494876,0,0,0.11543336,0,0,2013,The UK Research Assessment Exercise and the narrowing of UK economics,37,4,Lee&Pham&Gu&
journal-article-10.2307_23601726,0.03237665,0,0.064761646,0.11312353,0.17325126,0.022148829,0,0.5855129,0,0,2013,On the identity of social capital and the social capital of identity,37,4,Christoforou&
journal-article-10.2307_23601727,0,0,0,0.5086618,0.016613469,0,0,0.075371794,0.3993112,0,2013,"Forward-looking contrast explanation, illustrated using the Great Moderation",37,4,Morgan&
journal-article-10.2307_23601728,0,0,0,0.3731719,0,0,0,0.62672764,0,0,2013,Two conceptions of economics and maximisation,37,4,Crespo&
journal-article-10.2307_23601729,0.07816903,0,0.22314455,0.034154102,0,0,0.24213868,0.25734502,0, 0.16499065,2013,A. C. Pigou's rejection of Pareto's law,37,4,McLure&
